title,url,state,signatures
Implement the requirement for consent of both parents for child school enrolment,https://petition.parliament.uk/petitions/732073,open,15
"Stop taxing overtime, work beyond 40 hours a week or outside contracted hours",https://petition.parliament.uk/petitions/732075,open,87
To increase Special Educational Need and Disabilities (SEND) school settings,https://petition.parliament.uk/petitions/732081,rejected,16
Amend guidelines so serious crimes against disabled people get maximum sentence,https://petition.parliament.uk/petitions/732085,open,23
Make violence against transport workers a specific criminal offence,https://petition.parliament.uk/petitions/732086,open,336
Only allow UK citizens or residents with settled status to use the NHS,https://petition.parliament.uk/petitions/732089,open,155
"Recognise the UK State Pension as an Entitlement, Not a Benefit",https://petition.parliament.uk/petitions/732113,rejected,6
Reconsider the proposed abolishment of Healthwatch England,https://petition.parliament.uk/petitions/732116,rejected,7
New scheme for all homes to be fitted with air conditioning,https://petition.parliament.uk/petitions/732120,open,21
Introduce compulsory politics classes to years 7-9,https://petition.parliament.uk/petitions/732125,rejected,8
Extend the summer school holidays in the UK by at least two additional weeks.,https://petition.parliament.uk/petitions/732126,rejected,7
Legalise cannabis for women with chronic pain from endometriosis and adenomyosis,https://petition.parliament.uk/petitions/732128,open,39
Petition to change the pip rules back to old rules,https://petition.parliament.uk/petitions/732129,rejected,6
Review 5-year residency limit for Moldovans to exchange their driving licences,https://petition.parliament.uk/petitions/732141,open,9
Change the maximum cc for motorbike use by 16 year olds from 50cc to 125c,https://petition.parliament.uk/petitions/732142,open,23
Declare a National Emergency in the Channel,https://petition.parliament.uk/petitions/732152,rejected,20
End expenses for MP's second homes,https://petition.parliament.uk/petitions/732163,rejected,6
To scrap the 90 day rule.,https://petition.parliament.uk/petitions/732165,rejected,7
Declare the border situation a national emergency immediately,https://petition.parliament.uk/petitions/732167,rejected,6
A vote of no confidence in the government,https://petition.parliament.uk/petitions/732171,rejected,21
"Stop M.P.’s expenses, subsidies & allowances",https://petition.parliament.uk/petitions/732179,rejected,7
Trades against traffic: Make immediate changes to traffic infrastructure.,https://petition.parliament.uk/petitions/732180,rejected,11
"Reform social housing allocation with national, transparent, AI-assisted system",https://petition.parliament.uk/petitions/732187,open,14
Introduce more council tax bands to reflect square footage,https://petition.parliament.uk/petitions/732191,open,37
Scrap the Liverpool Tourist Levy,https://petition.parliament.uk/petitions/732197,rejected,9
Change for kids with mental challenges or disabilities to smoke/vape at school,https://petition.parliament.uk/petitions/732201,rejected,6
New regulation for joint bank accounts between parents and children,https://petition.parliament.uk/petitions/732202,open,102
Make Road Traffic Safety a mandatory part of the National Curriculum,https://petition.parliament.uk/petitions/732210,open,542
Fund safety enhancements for sea wall hand rails,https://petition.parliament.uk/petitions/732212,open,56
Make immigrants seek refuge in the first safe country they reach.,https://petition.parliament.uk/petitions/732222,rejected,7
Abolish the Working Group on Anti-Muslim Hatred/Islamophobia Definition,https://petition.parliament.uk/petitions/732224,open,262
Ban all Food Store/Fuel subscription clubcards,https://petition.parliament.uk/petitions/732234,rejected,7
Stop any possible betting tax on British Horse Racing.,https://petition.parliament.uk/petitions/732236,rejected,8
Fund a volunteer force to patrol our borders from illegal immigrants,https://petition.parliament.uk/petitions/732237,open,68
Require fair access to PCN appeals and protect victims of number plate cloning,https://petition.parliament.uk/petitions/732238,open,55
Formally recognise the killing of Armenians in 1915-1923 as genocide,https://petition.parliament.uk/petitions/732249,open,40
End defined contribution scheme for central gov. Inc. MP’s and Civil servants,https://petition.parliament.uk/petitions/732258,rejected,7
Mandate breastfeeding policies & provisions in the workplace,https://petition.parliament.uk/petitions/732276,open,26
Require clear labels on all meat showing method of slaughter for all consumers,https://petition.parliament.uk/petitions/732281,rejected,6
Require coconut to be included on food and toiletries labelling,https://petition.parliament.uk/petitions/732285,open,30
Stop military recruitment in schools,https://petition.parliament.uk/petitions/732289,rejected,9
Speed Up DBS Checks for Taxi and Private Hire Drivers,https://petition.parliament.uk/petitions/732290,open,17
Give women’s health greater priority in the 10-Year Health Plan for England,https://petition.parliament.uk/petitions/732291,open,143
Make all household garden bonfires illegal,https://petition.parliament.uk/petitions/732295,open,43
Continue to support fostering for looked after children in compulsory education,https://petition.parliament.uk/petitions/732339,open,64
Introduce Statutory Menstrual Leave for People with Endometriosis & Adenomyosis,https://petition.parliament.uk/petitions/732342,open,59075
Extend the two year limit on theory tests for PDIs and extend pink licence time,https://petition.parliament.uk/petitions/732345,open,612
Reduce bus prices,https://petition.parliament.uk/petitions/732348,rejected,13
Introduce a digital postage stamp to business emails,https://petition.parliament.uk/petitions/732353,open,13
Mandate businesses to accept card payment with non-compliance a criminal offence,https://petition.parliament.uk/petitions/732360,open,15
Keep Sex Offenders on license and the register for life,https://petition.parliament.uk/petitions/732367,open,138
"Improve accessibility standards in leisure vehicles, caravans and motorhomes",https://petition.parliament.uk/petitions/732368,open,96
Ban any business from selling energy drinks to children under 16 years old.,https://petition.parliament.uk/petitions/732375,rejected,16
Ban UK insurance companies providing coverage to Russian vessels,https://petition.parliament.uk/petitions/732378,open,57
Support newly qualified nurses in gaining band 5 roles,https://petition.parliament.uk/petitions/732386,rejected,6
Ban children under 16 years of age from using smartphones.,https://petition.parliament.uk/petitions/732388,rejected,21
Create law that media outlets must refer to 'migrants' as 'migrating people',https://petition.parliament.uk/petitions/732398,rejected,7
Consumer compensation for fake delivery attempts or delays,https://petition.parliament.uk/petitions/732400,rejected,6
Instruct the Bank of England to keep Sir Winston Churchill on the £5 note.,https://petition.parliament.uk/petitions/732412,rejected,6
Permit anonymity in petitions where the petitioner faces credible personal risk,https://petition.parliament.uk/petitions/732414,open,35
Relocate and modernise UK pet entry checks to support in-cabin dog arrivals,https://petition.parliament.uk/petitions/732421,rejected,11
Call for children's trans books to be put back in Kent libraries child sections,https://petition.parliament.uk/petitions/732423,rejected,9
"Reform Tax Rules for Everyone Earning £30,000 and Above",https://petition.parliament.uk/petitions/732434,rejected,6
Fund work on pavements to make them more disabled friendly,https://petition.parliament.uk/petitions/732446,open,87
All biological and intended parents to be named on birth registration & reform,https://petition.parliament.uk/petitions/732448,open,15
Revise Parental Leave Policies Now,https://petition.parliament.uk/petitions/732449,rejected,6
Make MPs live on a middle-class income while serving in office.,https://petition.parliament.uk/petitions/732454,rejected,17
Introduce a 30% tax on all non-stun slaughter produce,https://petition.parliament.uk/petitions/732456,open,395
Install Air Conditioning on London Underground Tube Trains,https://petition.parliament.uk/petitions/732463,rejected,6
